"Quick review: Was and still is one of the best computers I've ever used. When I first purchased it, I didn't know who Asus was. Asus is now the only computer/technology products I purchase. Purchased the notebook in August 2009 to replace the brand-new hunk of HP junk that's broke a week after I bought it but HP refused to repair it b/c it got wet in shipping and I didn't buy insurance. No need to worry, I jury-rigged it and sold it at a $50.00 profit to a poor consumer that hasn't yet learned to either look online for product reviews or understand that the only good HP product is the one you don't own. I know, another story for another time.... Anyway, I'm trying to be a better consumer and that means being a better product reviewer. I'm not going to go to a lot of effort or detail here but I do want to 'catch-up' my product reviews. So","['hunk of HP junk', 'product reviews', 'jury-rigged', 'Asus', 'HP product']",0,Positive,0.8345329693058658
review_body,review_topics,review_votes,sentiment,review_helpfulness
"I bought this notebook based on it's great specifications. It would certainly be a good notebook if it was dependable. It is not. I have never had so much trouble with a computer. The operating system constantly gets corrupted. The computer freezes frequently resulting in a hard restarts which further corrupts the system. Sent it in to be looked at by Asus after informing them that I had reinstalled the operating system 5 times and thought either the motherboard or memory was bad. Also told them one of the USB ports was defective. All they did was reinstall the operating system. I had already done that 5 times in a matter of 3 weeks. They did not even test the hardware. The display is not very good. Very bad viewing angles. Blacks are not black, but grey. Buttons are hard to click. Fingerprint device does not load when booting. The video card is very good, too bad the rest of the system is not well designed and components faulty. I may have to get with my credit card company on this one as Asus doesn't seem very interested in repairing it and I am ready to throw it in the garbage. Sony and Macintosh products are much superior, but don't offer such a great video card. Overall, I would not recommend this notebook to anyone, unless you enjoy frustration. I have owned over 10 notebooks over the last 15 years or so, and this is the worst of the bunch. Stay away, look at Sony, Dell or Apple instead. Added March 2010: Bought a Sony Vaio CW. Great computer. Now I can ditch this Asus N81 crap. No system corruption no matter what I install. This is how a computer should run. There has got to be an incompatibility with Windows and Asus software. Lesson learned: buy Apple or Sony.","['Asus N81', 'great specifications', 'operating system', 'Sony Vaio CW']",0,Negative,0.53945
"ASUS N81 vp D-1 PROS:  Lightning fast, nice build quality, not too much bloatware, pretty light, GREAT video card, HDMI out, amazing value for the money, great warranty (including 1-year accidental damage coverage.)  Plenty of USB ports, too (5). CONS: 'Clunky' keyboard and trackpad feel","['ASUS N81 vp D-1', 'lightning fast', 'build quality', 'bloatware', 'lightweight', 'video card', 'HDMI out', 'warranty', 'USB ports', 'clumsy keyboard']",0,Positive,0.8401560077364493
"The laptop is great, a lot of features for a 14 inch laptop. One of the best laptop video cards, at a great price (Got a nice deal on Amazon). It comes with a bundle, even though the accesories ain't that great, they are still some nice freebies (Carrying Bag and Optical Mouse). Asus warranty seems to be great, we will see in the future if/when I need it. HDMI is nice, even though after upgrading to Windows 7 Ultimate I had some problems to make it show properly on my HDTV (32 Inch Samsung Full HD). Overall, a 9/10 for this kind of product. I would say the only con I can think of is the battery life, but you can expect that for a laptop so powerfull. Would be great if it had come with DDR3, instead of DDR2.","['14 inch laptop', 'a lot of features', 'Asus warranty', 'Windows 7 Ultimate', 'HDMI', 'DDR2', 'battery life']",0,Positive,0.850052481631429
"Why did I buy it: wanted a 13-14inch with good power, so found this with slightly positive reviews , warranty/insurance, very powerful, 14inch, good ventilation. Didn't get Dell studio 14z (price, too much heat, no dvd), sony vaio CW (price), HP DV4t (price if configured the same), DELL StudioXPS 13 (price, heat issues, battery duration,small touchpad) have had it for 5 days so far ... Got it for [850$ from amazon] (could have gotten it for [...] if I used bing cashback and [...] ) Pros: -Very powerful.. CPU , GPU , HDD (7200rpm).. it got 5.9 on windows experience index because of the HDD, the CPU/RAM gets 6.4 & GPU gets 6.6 .that's with win 7 64bit, it got as far as I remember ; 5.4 or 5.9 on the CPU with vista 32bit that came with it.. -Sooo cheap for such power -Looks nice; not super nice, but nice.. -Very well ventilation design .. for all that power, it doesn't get hot. -included mouse (not wireless) and bag... -full array of ports ( including FIVE usb ports, that is amazing ) Cons: when you have so much power, the input devices should be up to the same standard; they are not -No backlit keyboard.. I know; I knew this before buying it; but when you get it and can't see the f1/f12 keys in the dark and can't see the WIFI / Bluetooth either ; not even the power button if it is not turned on ... -FN key on left of CTRL key ... VERY VERY Stupid .. I already knew, but thought I can adapt; not yet.. -Horrible sounding and functioning touchpad buttons .. needs too much power to press and makes too much noise .. I already knew thru reviews but didn't appreciate how bad they are .. I honestly try to avoid using them .. -Now the worst part; the left side of the keyboard is so flimsy that when pressing any of those keys (ESC,`,1,2,TAB,Q,W,A,S,CAPS,LT SHIFT, Z,LT CTRL,FN) it makes so much noise ... you won't appreciate how frustrating or annoying this is until you use it ... Same about trying to avoid using them, except u can't -The DVD tray button is very difficult to press without directly looking at it ... - the scrolling bar on the touchpad is a hit/miss, you have to press the line drawn on the touchpad exactly for it to work , and it keeps scrolling even after u remove your finger, u have to press it again like u r applying a brake .. STUPID DESIGN .. - unresponsive keys: sometimes some keys don't respond to pressing them leading to too many typing errors .. - poooor battery life, though it is understandable, but at least ASUS should offer a 9 cell option ... update 12/29/09: - f3,f4,f9 keys don't have labels for their other function ( default mail application, default browser, turn on/off touchpad in order)","['ASUS laptop', '5 usb ports', 'full array of ports', 'HDMI ports']",2,Negative,0.7236
review_body,review_topics,review_votes,sentiment,review_helpfulness
"Been looking for a 14'' laptop and found this one.  Great for the price.  For me, it's not too small or too big and has a good battery life.","[""14''"", 'battery life']",0,Positive,0.6226499999999999
"So far I had the laptop for three weeks now, and everything is great! It has all the features I want in a laptop, and then some. I have run it on battery for 5 hours on a plane ride and still had plenty battery life left for another hour or so. I travel a lot, so this is a very important feature. The only comment I have is that ASUS puts a bunch of bloatware on their laptops without any explanation of what it is or what it does. However, once you figure it out most of the bloatware is cool, the useless stuff can be easily removed. After a lot of shopping this was definately a good deal thru Amazon. $530 including shipping after $100 rebate from ASUS.",['no comment'],0,Positive,0.601475
"Was attracted to the Asus K40IJ Laptop b/c of price ($530 after $100 mfg. rebate) & hardware (4G mem & 320G HD). However, disappointments ensued: delete & backspace keys have odd placement; cursor jumps randomly about when typing & has even erased whole paragraphs; screen colors seem washed-out; and Asus's supposedly '24/7' Customer Support line has apparently gone dark (very unprofessional outgoing msg says","['Asus K40IJ Laptop', 'dark screen', 'random cursor']",0,Negative,0.34342500000000004
"I got this in Dec. 09 because I was pretty much laid up in my recliner for 3 months with a broken foot and my 17 in. Inspiron was just too big for all that down time. Bottom line is this has been a great laptop with no issues (well there was one and the online tech. support promptly resolved it and it was a result of my error). The only reason I did not give it 5 stars is because of the case, just too darn much plastic for me.  Although the carbon fiber look to it is pretty cool looking! I researched for a couple of months at the time and decided this was the one for me with most all of the bells & whistles I was looking for and as others have stated [...], that put it over the top for me.","['Inspiron', 'plastic case', 'carbon fiber', 'tech support']",0,Positive,0.6357808857808858
review_body,review_topics,review_votes,sentiment,review_helpfulness
I think the computer is great. I bought it for it's reliabilty rating. The problem is that the 9 hour battery life is only giving me 2.5 hours. I am very dissapointed in this as I am travelling a lot and am not near power all the time.,"['Windows 7', '9 hour battery life']",0,Positive,0.5464749999999999
"I bought this computer in December.  It began to freeze up on the Windows 7 start-up screen, and after three calls, they told me I needed to mail it in for repairs. I mailed it on January 3rd.  It is now February 15th, and I still do not have my computer. They have been 'waiting for parts' for over a month now","['January 3', 'February 15', 'repairs needed', 'parts needed']",0,Negative,0.43790000000000007
"I bought this laptop back in January because I needed something portable, yet with a little more punch than what I could normally find in this price group. It's got plenty of space and easily handles the programs I usually run at the same time--Explorer, OneNote, Outlook, Photoshop/Illustrator, Media Player. Six months later, it's still running well with no problems and I'm continually glad I made the purchase. I also do some casual gaming with it, thanks to the Nvidia graphics card. Games like Dragon Age push it to it's limits, but it can still handle newer games. It has no trouble with anything older than that (unless there are compatibility issues between the game and Windows 7. I plan on using this laptop as I return to graduate school and feel like it's size, weight, and speed will work well for me to use it mainly for work, and a bit of entertainment on the side. My chief complaints, which keep me from giving it 5 stars, are that it doesn't have separate media buttons for changing the volume (though this can be done by holding the function key and hitting F11 or F12), it's lack of various video output ports, and that the speakers distort when turned up all the way. Maybe it's not the best choice for one looking for a machine dedicated primarily to entertainment, but that doesn't mean you can't enjoy some light gaming or movies with it.","['six months', 'portable', 'casual gaming', 'Nvidia graphics card', 'dragon age', 'media buttons', 'video output ports', 'speakers']",0,Negative,0.607375
review_body,review_topics,review_votes,sentiment,review_helpfulness
Bought this for my Husband for Christmas.  He absolutely loves it.  Windows 7 is pretty cool.  Fast computer and the battery life is impressive!,"['Battery life', 'windows 7']",0,Positive,0.6359134930459477
"I buy computers on price and specifications as there are only a few actual manufacturers in the world.  I have purchased mostly Dell products over the years, but their web site has gotten difficult to deal with that I decided to look elsewhere.  I figured that I would go for this laptop and would return it if it was not up to standard. It is great, great price point, good looking sharp design, good keyboard.  You have to strip of a lot of the junk that they put on but that is the same with all machines. After three months, it is working properly, no issues to date.  Would buy again.","['good price point', 'good looking', 'good keyboard']",0,Positive,0.6379260403591773
Other than me trying to get 'used' to Windows 7,['windows 7'],0,Negative,0.4000000000000001
"Thought I would replace my Mac with a Windows 7 PC, what a joke. Computer does not update correctly, blue screen of death, what a waste of time. How come Windows updates all the time? Macs might update once a month, with windows its ongoing, what a waste of time. If the whole world had macs with a REAL OPERATING SYSTEM, we would be much more productive, shame on you Bill Gates!!!!!!!!!!!!!!!!!","['Mac', 'Windows 7', 'blue screen of death', 'Windows update']",0,Negative,0.29597500000000004
"Let me start by saying that I love my laptop. I had desktops all my life, so this was my first laptop. I did a LOT of research before choosing the ASUS K50IJ-D2 15.6-Inch model, and for the price I can easily say that it was well worth it. I find this laptop a good size for me. If you are looking for a super-thin and ultra-light laptop like a Macbook Air, this isn't the product for you. If you're looking for a dependable and quality laptop for usage mainly within the home, it will probably be a good fit. My one main issue with this laptop is the sound - loudness and quality is terrible! If you plan on watching videos or playing music, you will need an external sound system to bump up the volume (or headphones). Also good to know about is the internal microphone - I didn't realize that there was one (and that I wouldn't need to set anything up for it), and it sure came in handy when I installed my Rosetta Stone programs and was able to do the pronunciation parts just by talking in a regular voice - microphone really picks up the sound.","['ASUS K50IJ-D2', 'Macbook Air', 'sound quality', 'external sound system', 'internal microphone', 'Rosetta Stone programs']",0,Positive,0.6644670618499049
review_body,review_topics,review_votes,sentiment,review_helpfulness
"(Edit: This review is actually of the Asus K61IC-A1--the previous version of this product.) I originally purchased my notebook in January. It was defective when I received it. (The battery didn't charge even when plugged in.) Long story short, it wasn't until *May* that I finally got a working computer. It took several hours of followup to get them to do something about it. And to boot, Asus made me pay shipping costs--both on shipping the battery back when they thought that was the problem, then on shipping the computer back when they realized that it was the computer itself that was faulty. I will never be purchasing an Asus product again. I've never experienced worse customer service in my life--not even from utility companies.","['defective notebook', 'Asus k61IC_A1']",0,Negative,0.20120000000000002
"This laptop had a few things I wanted. A discrete graphics card, bluray player, and hd screen (720p). That being said, battery life is non-existent and there is no option for a larger battery. Eventually the battery will 'break' and you won't even get 30 minutes out of it. Good luck finding a replacement battery","['discrete graphics card', 'bluray player', 'hd screen', 'battery life', 'replacement battery']",0,Positive,0.6316216017092757
"Well, I bought this computer back in March and I wanted to give some time to see if I was going to have any issues with it so I could give a good review...  It's fast, it seems to handle multi-tasking without any issues.  The facial recognition software works well and I'm the kinda guy to use it seeing as I'm also the kinda guy to make rediculously difficult passwords lol.  In all the time I've had this computer I've only one problem with it...  It doesn't seem to do well with watching movies...  It glitches and stutters a lot.  Now if you rip the movie to the harddrive, then you're good to go, it'll play flawlessly.  It's only when you're watching it from the disk.  I've not tried using the blu-ray, not something I'm too interested in.  Overall I love this computer and I hope that any who get it, get as much enjoyment outta it as I have.  :-)",['fast'],0,Positive,0.6321636136246598
review_body,review_topics,review_votes,sentiment,review_helpfulness
"Great style... Love the start button,  and subwoofer. These are very hard to find..... beautiful, and top of the line components.. Asus spared no expense here",['Asus laptop'],0,Positive,0.6005750000000001
review_body,review_topics,review_votes,sentiment,review_helpfulness
"Got this laptop from amazon almost a month ago (with a lower price than the current one) and so far so good.  Turned it on when I first received it and let the ASUS ran the initial setup (that took a while).  Then, off Windows 7 and on Ubuntu 9.10 (64bit).  Everything is working fine except the webcam is upside down (one star off) so I needed to place a patch to reverse the image back to right side up.  Also got the Logitech VX Nano cordless mouse to pair it with this laptop. If you're looking for a nice laptop and don't care much if it doesn't come with an nVidia graphic card, then this is a nice laptop.  Fast and bright.  Will receive a long HDMI cable (also from amazon) in the next few days to connect it to my tv.  Don't think that would be a problem to get it to work. Now, I just need to get a wireless printer (to replace the old HP 712C) so I can print from this laptop anywhere in the house.","['ASUS laptop', 'webcam upside down', 'nvidia graphic card', 'HDMI cable']",0,Positive,0.626837823718188
review_body,review_topics,review_votes,sentiment,review_helpfulness
"Replaced a HP DV9700t that lost the screen after one year.  This is the fastest, easyest laptop I have used.  Thye wifi antenna is strong, screen display is clear, storage and speed are great.  Would recommend to anyone for home, business, school.","['HP DV9700t', 'wifi strong']",0,Positive,0.620175
I bought the Asus K70IC-A1 laptop new in Dec. 09 and to this day have not received anything resembling satisfaction.  I returned it to the factory THREE times for repair of the same problem.  The cursor would select things that I didn't want to select.  That is the primary problem with other related problems also occurring.  Asus most recently sent me a refurbished laptop that I'm assuming someone else returned to the factory for the same problems.  I am now communicating with our state attorney generals office to try to get satisfaction from Asus.,"['Asus K70IC-A1', 'repaired laptop', 'attorney general']",0,Negative,0.26512500000000006
"This is the first laptop I have owned in a long time. My current computer is a Dell desktop. So far the laptop is performing at top speed. I love it! Pros: Huge screen that is not distorted. Super fast processor, awesome warranty, great features(HDMI that I connect to my bedroom tv)... Cons: Windows 7 - if you have older software that you want to install good luck. It may or may not work. I was able to install MS Office 2003 with Outlook. I had trouble installing Outlook 2003 but eventually got it to work. Printer had problems too but I installed the Vista update and then 7 and it worked. Same with my MP3 player. Windows 7 started out as not my favorite windows but it is growing on me. Would highly recommend this laptop!","['large screen', 'fast processor', 'warranty', 'HDMI', 'Windows 7', 'MP3 player']",0,Positive,0.662511812086577
review_body,review_topics,review_votes,sentiment,review_helpfulness
"For the price I think this laptop is pretty decent.  You get all the bells and whistles you could possibly want for only a hundred dollars more than the older model without a blue-ray player, not as good graphics card, less memory, etc. My only complaint is with the touchpad, although this complaint can cause some headaches.  First off the location and style of the touch pad is pretty bad.  Because it isn't a different color from the rest of the case and the indentation is not very deep, its really easy to not truely know your on it unless you actively concentrate on where your finger is, so it's a lot less natural than other touch pads.  Secondly the location is horrible.  When I type with the keyboard i fairly often bump the touchpad with my left-hand palm, which causes the mouse to click occasionally.  If I'm in a word processor or web browser this can be extremely aggravating as I can change web pages or where I am typing if the cursor is at those areas. Thirdly, either the software or the sensor is not the greatest.  About 10% of the time my clicks don't register or moving across the screen registers as a click.  I'm hoping once i get time to find any updated drivers for the touchpad (whose website I tried but wasn't working when I looked this weekend) will fix this, otherwise it's gonna be a long 4 years before I get a new computer. UPDATE:  After a little over a year old, this laptop's graphics card started failing, and this caused a month+ long odyssy to get it fixed by ASUS under warrenty.  Because of this debacle, I will never by an ASUS product again. Read more below. This experience report isn't about this exact model, but a similar one for which I have had a terrible experience with ASUS technical support, and so potential buyers of any ASUS computer should be well-aware in order to know what their experience might be. The summary is for a simple bad graphics card (under warranty), getting the computer back in working condition involved a 5-week ordeal, 6 emails to them, 5 phone calls, misleading information almost making me pay for repairs, and them wiping my hard drive in my opinion unnecessarily. All this means I will never buy an ASUS laptop again, and you shouldn't either. For the details, read on. About 7 months ago, I started noticing a flicker of the laptop's screen about 1 time a day. I emailed ASUS tech support using their message center about it, and asked what I should do. Aside from an automated 'we have your message' email","['touchpad', 'registration', 'graphics card', 'repair ordeal']",0,Negative,0.2940750000000001
review_body,review_topics,review_votes,sentiment,review_helpfulness
"Good gaming system, I play World of Warcraft on it a lot.  Excellent sound and video display.  One of the best things about this laptop is how well it manages heat.  One corner of the laptop gets warm, but that's it, the rest of the laptop stays cool (just keep the fan port unblocked).  Great value.","['gaming system', 'World of Warcraft']",0,Positive,0.6405291411042945
"This is my first laptop I've owned and I am not dissapointed at all!  I purchased this for around $1100 around the beginning of 2009, so it has been a good year and it has been great, and has no signs of slowing down.  Great graphics card for gaming and large enough hard drive for everyday computing.  If you're looking for quality and price, I would HIGHLY recommend this product.  The only 'problem' I'd say would be the weight.  It's a bit heavy","['Graphics Card', 'weight', 'quality', 'price', 'large enough hard drive', 'everyday computing']",0,Positive,0.6683910332935402
review_body,review_topics,review_votes,sentiment,review_helpfulness
"We have had this laptop for one month now. It has been serving us really well. I do not carry a power cord any more. On high performance setting, this laptop battery lasts for at least 6 hours -- pretty good for what we paid.",['long lasting battery'],0,Positive,0.5793250000000001
"I bought this so I could use a laptop when I'm away from my desktop.  It was one of the few really small, affordable laptop computers that runs Win 7 Professional, which I need for access to my employer's network.  It's no speed demon, and the hard drive is a bit smaller than I would like, but it works.  What I discovered is that the computer works well enough that I use it at home more than I expected.  If I want to browse the web or do email or do simple picture editing I can carry the ASUS into a quiet part of the house and work in peace. The build quality is good, though this is not an industrial strength device that will take a huge beating.  I don't know if the keyboard would hold up to long hours of daily use.  This notebook PC probably won't take the place of your desktop but it works well.  Mine has been reliable so far.  The only real complaints so far:  The short/wide screen is not ideal for viewing some web pages, and the small screen yields fairly small text size on many pages. Despite those minor issues, it is nearly perfect for what I wanted.","['windows 7', 'hard drive', 'affordable laptop', 'hard drive', 'industrial strength', 'notebook PC']",0,Positive,0.6572447044306835
"This laptop is snappy and solid.  Feels good to use and is a generally great laptop.  The only problem I had was one that not many people will run into: I needed to hook an extra large monitor to the external VGA port.  I did so, and it would not recognize the PNP monitor as a PNP monitor, but instead labeled it as NON-PNP Generic.  This limits the resolutions available to the monitor.  I tried several different monitors (normal sized and large, and they all had the same result.  None of them registered as plug and play. I contacted ASUS, as this was clearly an OS or Hardware issue, both of which would fall under their abilities to fix.  They told me that the large monitor was outside what the driver supported.  This was clearly incorrect as the issue had nothing to do with the size of the monitor (as proven by using smaller monitors).  The first tech used every excuse he could think of not to work on the system including saying that the support of this laptop's hardware was not their problem.  At this point I asked that the problem be escalated or that I could talk to his manager.  He would do neither, but suggested that I call back and talk to someone else.  I did. The next tech looked over the notes left by the other tech and said that he was not able to escalate the call either as the criteria did not match the requirements for escalations in their system.  A little more honest.  He did say, however, that if I sent the laptop back to them that they would take a look at this and get it resolved.  I needed the laptop for that weekend, but at least he finally supplied me a path to resolution.  The second tech was more pleasant, and slightly more helpful, but generally felt like he had his hands tied. The ASUS support was not what I have come to expect from professional support from other vendors. Their product might be great, but I would not recommend their product due their support.","['Asus P Series', 'snappy', 'solid', 'PNP Monitor', 'Generic', 'external VGA port', 'OS or Hardware issue', 'escalated', 'laptop back', 'path to resolution', 'professional support']",0,Positive,0.7055243629510385
review_body,review_topics,review_votes,sentiment,review_helpfulness
Pros Portable and lite. Great screen good price. Works great with Umbuntu Con Touchy TrackPad...I use a mouse Windows 7 starter... better to use Easy Peasy a Umbuntu OS plastic seems to get finger prints on it easily Shiny screen makes it hard to use in a sunny spot,"['netbook', 'screen', 'trackpad', 'windows 7', 'ubuntu']",0,Positive,0.6565147698648959
I bought this computer just for online banking. It's great.  I take it everywhere. Takes a little time getting use to the small screen but once I used the zoom everything was crystal clear.,"['small screen', 'online banking']",0,Positive,0.6034999999999999
I have had no trouble with my little Netbook.  I havent had any noise or anything.  It has been fantastic.  Battery life is soo long which is great.  Its so portable.  I would totally recomend this and great price to boot.,"['long battery life', 'portable']",0,Positive,0.6090000000000001
"This is an absolutely terrific netbook. Everything is working fine. The computer geek who started it all up for me noted that it's great that the recharger is outside of the computer and not built in; if it fails I can just replace it. But the recharger is working fine. Everything works like a charm, and the seashell-pink-with-white look is gorgeous. And here's one thing that really makes it grand: it has a matte (non-reflective) screen, which is so much easier on the eyes. It's small enough that I can slip it into my shoulder bag. Lightweight. Wireless works like a charm. I really have no negative comments! Perfect little netbook to add portability to my editorial duties.","['nice looking', 'recharger', 'non-reflective', 'shoulder bag', 'lightweight']",0,Positive,0.6654697919222106
"My husband ordered this for me a few weeks ago, and Ive had this for about a week and a half. This is great, I take it with me everywhere. I use this in school for any word processing I may have to do. I am in a paralegal program, so this is very useful, and a must have for me. It has a lot of storage space, and its pretty fast. I haven't had any problems with this at all, and I hope it stays that way. The battery life is accurate, 8.5 hours - I don't have to worry about bringing my adapter to school with me. This netbook looks good all around. Its very quiet also, you can barely tell its on. I love that the 1005HA-MU17 models have a matte screen, so taking this outdoors will be no issue. And best of all, its pink! :) I LOVE it! I almost forgot to mention, it fits perfectly in my purse, perfect for taking it everywhere.","['Asus 1005HA-MU17', 'paralegal program', 'matte screen']",0,Positive,0.6422267805180556
