all_products_href,product_title,product_rating_points,product_ratings,product_price,product_images_src,product_styles,product_description,reviews,reviewer_name,review_title,review_rating,reviewer_country_date,purchased_product,review_status,review_body,review_helpfulness
https://www.amazon.com/Womens-Jackets-Ribbon-Ruched-Sleeve/dp/B0BQ2MFXMD/ref=sr_1_19198?qid=1707044374&s=apparel&sr=1-19198,"Women's Jackets -Ring Ribbon Ruched Sleeve Crop Bomber Jacket Jackets Coat (Color : Black, Size : Small)",,,,,,"Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/Womens-Jackets-Slogan-Graphic-Shoulder/dp/B0BQ2MJPFY/ref=sr_1_19197?qid=1707044374&s=apparel&sr=1-19197,"Women's Jackets Slogan Graphic Drop Shoulder Bomber Jacket Jackets Coat (Color : Apricot, Size : X-Small)",,,,,"X-Small    
               
                                          1 option from $39.90               
   
       
                          
                    
    
        Small    
               
                                     1 option from $39.90               
   
       
      
                          
                    
    
        Medium    
               
                                                     $39.90                      
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $39.90","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Raglan-Quilted/dp/B0BQ2MW4NF/ref=sr_1_19196?qid=1707044374&s=apparel&sr=1-19196,"MyLantu Women's Jackets Raglan Sleeve Snap Button Quilted Coat Jackets (Color : Khaki, Size : Medium)",,,,,"Small    
               
                                     1 option from $76.56               
   
       
      
                          
                    
    
        Medium    
               
                                          1 option from $76.56               
   
       
                          
                    
    
        Large    
               
                                     1 option from $76.56","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/YZYEE-Jackets-Women-Shoulder-Drawstring/dp/B0BQ2MXF51/ref=sr_1_19195?qid=1707044374&s=apparel&sr=1-19195,"YZYEE Jackets for Women - Drop Shoulder Drawstring Hooded Puffer Coat (Color : Black, Size : Small)",,,,,"X-Small    
               
                                     1 option from $86.25               
   
       
      
                          
                    
    
        Small    
               
                                          1 option from $86.25",Nylon     Country as Labeled     Jackets for women     Jackets,,,,,,,,,
https://www.amazon.com/Womens-Jackets-Shoulder-Pocket-Jacket/dp/B0BQ2N544B/ref=sr_1_19194?qid=1707044374&s=apparel&sr=1-19194,"Women's Jackets Drop Shoulder Flap Pocket Teddy Jacket Jackets Coat (Color : Khaki, Size : Small)",,,,,"Small    
               
                                          1 option from $63.30               
   
       
                          
                    
    
        Medium    
               
                                     1 option from $63.30               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $63.30               
   
       
      
                          
                    
    
        X-Large    
               
                                     1 option from $63.30","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Picture-Shoulder/dp/B0BQ2NGM4T/ref=sr_1_19193?qid=1707044374&s=apparel&sr=1-19193,"MyLantu Women's Jackets Slogan & Picture Print Drop Shoulder Zipper Puffer Coat Jackets (Color : Black and White, Size : Small)",,,,,,"Polyester     Country as Labeled     Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Shoulder-Quilted/dp/B0BQ2NGWDR/ref=sr_1_19192?qid=1707044374&s=apparel&sr=1-19192,"MyLantu Women's Jackets Drop Shoulder Crop Quilted Coat Jackets (Color : Beige, Size : Large)",,,,,"X-Small    
               
                                     1 option from $28.02               
   
       
      
                          
                    
    
        Small    
               
                                     1 option from $28.02               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $28.02               
   
       
      
                          
                    
    
        Large    
               
                                          1 option from $28.02","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/Womens-Jackets-Mesh-Jacket-Color/dp/B0BQ2NP6YY/ref=sr_1_19191?qid=1707044374&s=apparel&sr=1-19191,"Women's Jackets Zip Up Mesh Jacket Jackets Coat (Color : Black, Size : X-Small)",,,,,"X-Small    
               
                                          1 option from $33.29               
   
       
                          
                    
    
        Small    
               
                                     1 option from $33.29               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $33.29               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $33.29","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/CHARMMODE-Jackets-Shoulder-Breasted-Overcoat/dp/B0BQ2NPLWB/ref=sr_1_19190?qid=1707044374&s=apparel&sr=1-19190,"CHARMMODE Women's Jackets Drop Shoulder Double Breasted Pocket Patched Overcoat Warm Winter Outwear Jackets (Color : Beige, Size : Medium)",,,,,,"Super soft and comfortable to wear.     This comfortable and fashionable coat can help you resist the cold in winter. Stylish and chic design, suitable for matching with skinny jeans and boots to create a fashionable look.     Occasions: leisure, daily, family, office, work, shopping, street clothes, dating, holidays, going out at night, going out, school, outdoors, etc.     45 day return and exchange service. If you have any questions, please feel free to contact us and provide 24-hour service. Let you not worry about shopping.",,,,,,,,,
https://www.amazon.com/Womens-Jackets-Leather-Jacket-Color/dp/B0BQ2NRYSK/ref=sr_1_19189?qid=1707044374&s=apparel&sr=1-19189,"Women's Jackets Zip Up Crop Leather Jacket Jackets Coat (Color : Rust Brown, Size : Large)",,,,,"Medium    
               
                                     1 option from $56.10               
   
       
      
                          
                    
    
        Large    
               
                                          1 option from $56.10","Leather     Country as Labeled     Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/Womens-Jackets-Plaid-Sleeve-Jacket/dp/B0BQ2NT73V/ref=sr_1_19188?qid=1707044374&s=apparel&sr=1-19188,"Women's Jackets Plaid Puff Sleeve Jacket Jackets Coat (Color : Black, Size : Small)",,,,,"Small    
               
                                                          $42.53                      
   
       
                          
                    
    
        Large    
               
                                     1 option from $42.53","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/Womens-Jackets-Patched-Striped-Shoulder/dp/B0BQ2NV5Q2/ref=sr_1_19184?qid=1707044374&s=apparel&sr=1-19184,"Women's Jackets Letter Patched Striped Trim Drop Shoulder Bomber Jacket Jackets Coat (Color : Multicolor, Size : X-Large)",,,,,"X-Small    
               
                                     1 option from $43.32               
   
       
      
                          
                    
    
        Small    
               
                                     1 option from $43.32               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $43.32               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $43.32               
   
       
      
                          
                    
    
        X-Large    
               
                                          1 option from $43.32","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Button-Sleeveless/dp/B0BQ2NVNMJ/ref=sr_1_19183?qid=1707044374&s=apparel&sr=1-19183,"MyLantu Women's Jackets Solid Button Front Sleeveless Coat Jackets (Color : Yellow, Size : X-Small)",,,,,"X-Small    
               
                                          1 option from $29.33               
   
       
                          
                    
    
        Small    
               
                                     1 option from $29.33               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $29.33               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $29.33               
   
       
      
                          
                    
    
        X-Large    
               
                                     1 option from $29.33","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Drawstring-Hooded/dp/B0BQ2NVS38/ref=sr_1_19182?qid=1707044374&s=apparel&sr=1-19182,"MyLantu Women's Jackets Drawstring Hem Hooded Puffer Coat Jackets (Color : Coffee Brown, Size : X-Large)",,,,,"Small    
               
                                     1 option from $56.10               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $56.10               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $56.10               
   
       
      
                          
                    
    
        X-Large    
               
                                          1 option from $56.10","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/YZYEE-Jackets-Women-Graphic-Contrast/dp/B0BQ2NWBH7/ref=sr_1_19181?qid=1707044374&s=apparel&sr=1-19181,"YZYEE Jackets for Women - Letter Graphic Contrast Piping Winter Coat (Color : Black, Size : X-Small)",,,,,"X-Small    
               
                                          1 option from $71.25               
   
       
                          
                    
    
        Small    
               
                                     1 option from $71.25               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $71.25               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $71.25",Jackets for women     Jackets,,,,,,,,,
https://www.amazon.com/Womens-Jackets-Collar-Shoulder-Zipper/dp/B0BQ2NWRKZ/ref=sr_1_19180?qid=1707044374&s=apparel&sr=1-19180,"Women's Jackets Collar Neck Drop Shoulder Zipper Teddy Jacket Jackets Coat (Color : Black, Size : X-Small)",,,,,"X-Small    
               
                                          1 option from $56.10               
   
       
                          
                    
    
        Small    
               
                                     1 option from $56.10               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $56.10               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $56.10","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/YZYEE-Jackets-Women-Drawstring-X-Large/dp/B0BQ2NXTBV/ref=sr_1_19179?qid=1707044374&s=apparel&sr=1-19179,"YZYEE Jackets for Women - Drawstring Hem Zipper Puffer Coat (Color : Coffee Brown, Size : X-Large)",,,,,,Jackets for women     Jackets,,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Contrast-Quilted/dp/B0BQ2NY8P1/ref=sr_1_19178?qid=1707044374&s=apparel&sr=1-19178,"MyLantu Women's Jackets Contrast Tweed Flap Pocket Quilted Coat Jackets (Color : White, Size : Large)",,,,,"X-Small    
               
                                     1 option from $70.95               
   
       
      
                          
                    
    
        Small    
               
                                     1 option from $70.95               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $70.95               
   
       
      
                          
                    
    
        Large    
               
                                          1 option from $70.95","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Pocket-Drawstring/dp/B0BQ2P123S/ref=sr_1_19177?qid=1707044374&s=apparel&sr=1-19177,"MyLantu Women's Jackets Flap Pocket Drawstring Hem Winter Coats Jackets (Color : Brown, Size : X-Large)",,,,,"X-Small    
               
                                     1 option from $38.97               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $38.97               
   
       
      
                          
                    
    
        X-Large    
               
                                          1 option from $38.97","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Pockets-Winter/dp/B0BQ2P7S5S/ref=sr_1_19176?qid=1707044374&s=apparel&sr=1-19176,"MyLantu Women's Jackets Slant Pockets Crop Winter Coat Jackets (Color : Hot Pink, Size : X-Small)",,,,,"X-Small    
               
                                          1 option from $41.78               
   
       
                          
                    
    
        Small    
               
                                     1 option from $41.78               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $41.78               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $41.78","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/MyLantu-Womens-Jackets-Quilted-Color/dp/B0BQ2PR8KF/ref=sr_1_19175?qid=1707044374&s=apparel&sr=1-19175,"MyLantu Women's Jackets Zip Up Quilted Coat Jackets (Color : Black, Size : X-Large)",,,,,,"Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/JLEJIANI-Jackets-Women-Front-Ruffle/dp/B0BQ2PSKMD/ref=sr_1_19174?qid=1707044374&s=apparel&sr=1-19174,"JLEJIANI Jackets for Women Tie Front Ruffle Trim Coat Jackets for Women (Color : Apricot, Size : Small)",,,,,"X-Small    
               
                                     1 option from $71.25               
   
       
      
                          
                    
    
        Small    
               
                                          1 option from $71.25               
   
       
                          
                    
    
        Medium    
               
                                     1 option from $71.25               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $71.25","Comfortable fit, easy to move     MAKE EVERY DAY BETTER: We listen to our customers' feedback and fine-tune every detail to ensure quality, fit and comfort     Matching: Fashionable and versatile, can be matched with different styles such as jeans, leggings, sweatpants, shorts, skirts, sneakers, boots, etc.     Occasion: Great for everyday wear, outdoor activities, shopping, clubs, parties, dates and travel in autumn and winter, also a great gift for family or friends",,,,,,,,,
https://www.amazon.com/Womens-Jackets-Shoulder-Teddy-Jacket/dp/B0BQ2Q15CD/ref=sr_1_19173?qid=1707044374&s=apparel&sr=1-19173,"Women's Jackets Zip Up Drop Shoulder Teddy Jacket Jackets Coat (Color : Dark Green, Size : Medium)",,,,,"Small    
               
                                     1 option from $56.55               
   
       
      
                          
                    
    
        Medium    
               
                                                          $56.55                      
   
       
                          
                    
    
        Large    
               
                                     1 option from $56.55               
   
       
      
                          
                    
    
        X-Large    
               
                                                     $56.55","Soft and comfortable, suitable for easy daily wear. This jacket has a thick lining. It is soft and comfortable to wear.     Suitable for family, party, vacation, vacation, travel, seaside, daily wear, street, bar, leisure, picnic, shopping, dating, school, travel and work.     Before ordering, please check your size to ensure that the product is suitable for you.     It is recommended not to bleach/hang or dry the clothes, which will increase the durability of the clothes.     If you have any questions, suggestions or concerns, please feel free to contact us. Thank you for your support.",,,,,,,,,
https://www.amazon.com/CHARMMODE-Jackets-Shoulder-Breasted-Overcoat/dp/B0BQ2QGPRM/ref=sr_1_19168?qid=1707044374&s=apparel&sr=1-19168,"CHARMMODE Women's Jackets Drop Shoulder Double Breasted Pocket Patched Overcoat Warm Winter Outwear Jackets (Color : Beige, Size : X-Small)",,,,,"XX-Small    
               
                                     1 option from $49.56               
   
       
      
                          
                    
    
        X-Small    
               
                                          1 option from $49.56","Super soft and comfortable to wear.     This comfortable and fashionable coat can help you resist the cold in winter. Stylish and chic design, suitable for matching with skinny jeans and boots to create a fashionable look.     Occasions: leisure, daily, family, office, work, shopping, street clothes, dating, holidays, going out at night, going out, school, outdoors, etc.     45 day return and exchange service. If you have any questions, please feel free to contact us and provide 24-hour service. Let you not worry about shopping.",,,,,,,,,
https://www.amazon.com/MyLantu-Jackets-Patched-Shoulder-Drawstring/dp/B0BQ2QGQXK/ref=sr_1_19167?qid=1707044374&s=apparel&sr=1-19167,"MyLantu Women's Jackets Letter Patched Drop Shoulder Drawstring Hem Puffer Coat Jackets (Color : Apricot, Size : X-Small)",,,,,"X-Small    
               
             
   
       
                          
                    
    
        Small    
               
             
   
       
      
                          
                    
    
        Medium    
               
             
   
       
      
                          
                    
    
        Large","Super Soft, Cozy and Comfortable to Wear.     OCCASION: Classic design jackets for spring, fall and cold winter, perfect for casual wear, business, dates and parties or outdoor activities like hiking, picnicking, jogging, cycling, golf, traveling and so on.     A unique combination of performance and style that will make sure that you are fully protected from any weather conditions.     See item description below for size details. Please check your size before ordering to make sure the product will fit.",,,,,,,,,
https://www.amazon.com/CHARMMODE-Jackets-Shoulder-Breasted-Overcoat/dp/B0BQ2QSFBM/ref=sr_1_19166?qid=1707044374&s=apparel&sr=1-19166,"CHARMMODE Women's Jackets Drop Shoulder Double Breasted Pocket Patched Overcoat Warm Winter Outwear Jackets (Color : Beige, Size : Small)",,,,,,"Super soft and comfortable to wear.     This comfortable and fashionable coat can help you resist the cold in winter. Stylish and chic design, suitable for matching with skinny jeans and boots to create a fashionable look.     Occasions: leisure, daily, family, office, work, shopping, street clothes, dating, holidays, going out at night, going out, school, outdoors, etc.     45 day return and exchange service. If you have any questions, please feel free to contact us and provide 24-hour service. Let you not worry about shopping.",,,,,,,,,
https://www.amazon.com/CHARMMODE-Womens-Jackets-Drawstring-Outwear/dp/B0BQ2QXXXZ/ref=sr_1_19165?qid=1707044374&s=apparel&sr=1-19165,"CHARMMODE Women's Jackets Zip Up Drawstring Hooded Puffer Coat Warm Winter Outwear Jackets (Color : Yellow, Size : X-Large)",,,,,"X-Small    
               
                                                     $104.55                      
   
       
      
                          
                    
    
        Small    
               
                                     1 option from $104.55               
   
       
      
                          
                    
    
        Medium    
               
                                     1 option from $104.55               
   
       
      
                          
                    
    
        Large    
               
                                     1 option from $104.55               
   
       
      
                          
                    
    
        X-Large    
               
                                          1 option from $104.55","Super soft and comfortable to wear.     This comfortable and fashionable coat can help you resist the cold in winter. Stylish and chic design, suitable for matching with skinny jeans and boots to create a fashionable look.     Occasions: leisure, daily, family, office, work, shopping, street clothes, dating, holidays, going out at night, going out, school, outdoors, etc.     45 day return and exchange service. If you have any questions, please feel free to contact us and provide 24-hour service. Let you not worry about shopping.",,,,,,,,,
