all_products_href,product_title,product_rating_points,product_ratings,product_price,product_images_src,product_styles,product_description,reviews,reviewer_name,review_title,review_rating,reviewer_country_date,purchased_product,review_status,review_body,review_helpfulness
https://www.amazon.com/Nike-Air-Vapormax-Flyknit-849558/dp/B001IKJOT4/ref=sr_1_4956?qid=1706933293&s=apparel&sr=1-4956,Nike False,3.9,27 ratings,,https://m.media-amazon.com/images/I/71QGg-X6LlL._AC_SX575_.jpg,,,"2.0 out of 5 stars







  
  
    These aren't the triple black edition.",ArmyOfOne,These aren't the triple black edition.,2.0 out of 5 stars,"Reviewed in the United States on November 12, 2019",,Verified Purchase,"This product fits well & is comfortable to the wear for hours on ahead.

But I received the flyknit Vapormax 2 from this particular seller. It's not what's advertised, but I was ok with keeping them.",
https://www.amazon.com/Nike-Air-Vapormax-Flyknit-849558/dp/B001IKJOT4/ref=sr_1_4956?qid=1706933293&s=apparel&sr=1-4956,Nike False,3.9,27 ratings,,https://m.media-amazon.com/images/I/71QGg-X6LlL._AC_SX575_.jpg,,,"5.0 out of 5 stars







  
  
    Easy mark, because of how expensive the shoes were.",Alisia Barbour,"Easy mark, because of how expensive the shoes were.",5.0 out of 5 stars,"Reviewed in the United States on January 11, 2020",,Verified Purchase,Someone stole my son's shoes and I had to pay way too much for them.,
https://www.amazon.com/Nike-Air-Vapormax-Flyknit-849558/dp/B001IKJOT4/ref=sr_1_4956?qid=1706933293&s=apparel&sr=1-4956,Nike False,3.9,27 ratings,,https://m.media-amazon.com/images/I/71QGg-X6LlL._AC_SX575_.jpg,,,"1.0 out of 5 stars







  
  
    Terrible",Laurakaye,Terrible,1.0 out of 5 stars,"Reviewed in the United States on November 14, 2017",,Verified Purchase,FAKE!! These aren’t real. So uncomfortable. Wish they would have been upfront about it before you order and throw $100 away. And they smell so bad you have to leave them outside,6 people found this helpful
https://www.amazon.com/Nike-Air-Vapormax-Flyknit-849558/dp/B001IKJOT4/ref=sr_1_4956?qid=1706933293&s=apparel&sr=1-4956,Nike False,3.9,27 ratings,,https://m.media-amazon.com/images/I/71QGg-X6LlL._AC_SX575_.jpg,,,"4.0 out of 5 stars







  
  
    Good looking shoe, but runs small.",Byron,"Good looking shoe, but runs small.",4.0 out of 5 stars,"Reviewed in the United States on April 8, 2018",Size: 11Color: College Navy/Black-game Royal,Verified Purchase,"Pros:  Good looking show.  Have received several compliments.

Cons:  Runs somewhat small.  Fits too snug.",One person found this helpful
https://www.amazon.com/Nike-Air-Vapormax-Flyknit-849558/dp/B001IKJOT4/ref=sr_1_4956?qid=1706933293&s=apparel&sr=1-4956,Nike False,3.9,27 ratings,,https://m.media-amazon.com/images/I/71QGg-X6LlL._AC_SX575_.jpg,,,"5.0 out of 5 stars







  
  
    I? love them very comfortable",ryan jenkins,I? love them very comfortable,5.0 out of 5 stars,"Reviewed in the United States on November 12, 2017",,Verified Purchase,This kicks will turn heads anywhere you wear it . I? love them very comfortable,3 people found this helpful
https://www.amazon.com/Nike-Air-Vapormax-Flyknit-849558/dp/B001IKJOT4/ref=sr_1_4956?qid=1706933293&s=apparel&sr=1-4956,Nike False,3.9,27 ratings,,https://m.media-amazon.com/images/I/71QGg-X6LlL._AC_SX575_.jpg,,,"5.0 out of 5 stars







  
  
    They are so affordable",Dave Reyes,They are so affordable,5.0 out of 5 stars,"Reviewed in the United States on February 1, 2020",,Verified Purchase,"I like those shoes because they fit perfect , I use them to go to the gym and they give what I need to do my workout",
https://www.amazon.com/Nike-Renew-Rival-Kids-AH3469-600/dp/B001VMDKFS/ref=sr_1_4955?qid=1706933293&s=apparel&sr=1-4955,Nike Renew Rival GS Big Kids AH3469-600 Size 3.5,5,1 rating,,https://m.media-amazon.com/images/I/81EpfAzzKzL._AC_SX575_.jpg,,,,,,,,,,,
https://www.amazon.com/Nike-Downshifter-Running-%E2%9D%97%EF%B8%8FShips-directly/dp/B00278XVK4/ref=sr_1_4954?qid=1706933293&s=apparel&sr=1-4954,Nike Men's Downshifter 8 Ankle-High Mesh Running,3.9,2 ratings,,https://m.media-amazon.com/images/I/71JuCkmnEeL._AC_SX625_.jpg,,,,,,,,,,,
https://www.amazon.com/Nike-09-10-Man-Utd-home/dp/B002HM08UG/ref=sr_1_4953?qid=1706933293&s=apparel&sr=1-4953,Nike 09-10 Man Utd L/S home,4.5,6 ratings,,,,,,,,,,,,,
https://www.amazon.com/Nike-09-10-Man-Utd-home/dp/B002HM08UG/ref=sr_1_4953?qid=1706933293&s=apparel&sr=1-4953,Nike 09-10 Man Utd L/S home,4.5,6 ratings,,,,,"5.0 out of 5 stars







  
  
    awesome",sticky07,awesome,5.0 out of 5 stars,"Reviewed in the United States on October 20, 2014",,Verified Purchase,Good quality. Very fast shipping!,One person found this helpful
https://www.amazon.com/Nike-09-10-Man-Utd-home/dp/B002HM08UG/ref=sr_1_4953?qid=1706933293&s=apparel&sr=1-4953,Nike 09-10 Man Utd L/S home,4.5,6 ratings,,,,,"4.0 out of 5 stars







  
  
    I am told the fit was perfect.",Rithvik,I am told the fit was perfect.,4.0 out of 5 stars,"Reviewed in the United States on December 31, 2014",,Verified Purchase,This was a gift. I am told the fit was perfect.,
https://www.amazon.com/Nike-09-10-Man-Utd-home/dp/B002HM08UG/ref=sr_1_4953?qid=1706933293&s=apparel&sr=1-4953,Nike 09-10 Man Utd L/S home,4.5,6 ratings,,,,,"5.0 out of 5 stars







  
  
    Love it it fits and looks exactly like I thought ...",Adrian,Love it it fits and looks exactly like I thought ...,5.0 out of 5 stars,"Reviewed in the United States on August 17, 2015",,Verified Purchase,Love it  it fits and looks exactly like I thought it would,2 people found this helpful
https://www.amazon.com/NIKE-Lunar90-SPRAY-DARK-GREEN-BRIGHT-MAGENTA/dp/B002NLSIDA/ref=sr_1_4952?qid=1706933293&s=apparel&sr=1-4952,NIKE AIR MAX LUNAR90 C3.0 Women's Running Shoes Sneakers 631762-003,5,1 rating,,https://m.media-amazon.com/images/I/813Iiav5AwL._AC_SX575_.jpg,,,,,,,,,,,
https://www.amazon.com/NIKE-Lunar90-SPRAY-DARK-GREEN-BRIGHT-MAGENTA/dp/B002NLSIDA/ref=sr_1_4952?qid=1706933293&s=apparel&sr=1-4952,NIKE AIR MAX LUNAR90 C3.0 Women's Running Shoes Sneakers 631762-003,5,1 rating,,https://m.media-amazon.com/images/I/813Iiav5AwL._AC_SX575_.jpg,,,"5.0 out of 5 stars







  
  
    Durable and lasting",ruth,Durable and lasting,5.0 out of 5 stars,"Reviewed in the United States on December 21, 2018",Size: MediumColor: Black,,"Mostly workout in the gym. Love them. Got them in 2013 and I still use them now although, a little worn but they serve functionally. I'm thinking of purchasing them again",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,,,,,,,,,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    Most comfortable shoes EVER!",Blessed Mama of 2,Most comfortable shoes EVER!,5.0 out of 5 stars,"Reviewed in the United States on August 9, 2014",,,Very comfy.. Lasted about 2 years..,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    Damn Great Running/Fitness Shoe...",pinegrovedave,Damn Great Running/Fitness Shoe...,5.0 out of 5 stars,"Reviewed in the United States on August 8, 2012",,,"I'm 52 and I ran my 1st Half-Marathon (Oakland Running Festival 2011) last year in these. This is hands down the best ""overall"" gym/running shoe I've ever owned. I wouldn't run the Tough Mudder in them (which I did in ASICS) but for treadmill/pavement/gym work...this is my shoe of choice. I've had my Runtones for almost 2 years now and I work/lift/run/play hard in them. I'll be buying another pair soon, but this pair is still goin' strong.",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    A great shoe for me!",Brent Baker,A great shoe for me!,5.0 out of 5 stars,"Reviewed in the United States on December 28, 2010",,,"First of all I am a 31 year old male. I have a bad ankle with limited movement from a injury. This shoe is the first one I have used in 5 years that reduces the compression in my ankle/foot joints and prevents the pain that comes with it. Thank you Reebok!!!!

If you don't wear narrow shoes, get the wider size of this shoe. D is narrow but perfect for me as I have narrow feet.",One person found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    So comfortable and good for running",Cynni,So comfortable and good for running,5.0 out of 5 stars,"Reviewed in the United States on February 23, 2011",,Verified Purchase,"I bought this for my 59 years old uncle, he loves his new tennis, and he uses it to run or walk.",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    Feeling Greaatttt!",The Tester G.,Feeling Greaatttt!,5.0 out of 5 stars,"Reviewed in the United States on February 24, 2011",,Verified Purchase,"This shoes are great!, you feel like you are walking in the air, it`s just excellent and the price is a plus.",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    Five Stars",nhowru,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on May 29, 2015",,Verified Purchase,One of the best pair of shoes I've ever owned.,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"1.0 out of 5 stars







  
  
    One Star",DS,One Star,1.0 out of 5 stars,"Reviewed in the United States on December 25, 2017",,Verified Purchase,"The socked, had a knee injury running on these sneakers",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
    amigo mio gracias por el envio todo esta muy bien, muchas gracias y que pase muy bien y feliz  días  de los enamorados",Luis Rojas,"amigo mio gracias por el envio todo esta muy bien, muchas gracias y que pase muy bien y feliz  días  de los enamorados",5.0 out of 5 stars,"Reviewed in the United States on February 17, 2013",,Verified Purchase,"amigo mio gracias por el envio todo esta muy bien, muchas gracias y que pase muy bien y feliz  días  de los enamorados",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    Excelente Product",Arturo FR,Excelente Product,5.0 out of 5 stars,"Reviewed in the United States on October 28, 2013",,Verified Purchase,"Excellent product, I got more than I expected, very comfortable for running and exercising. Too bad the brand is no longer continuing with this line.",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    So far So Good",TACLAC,So far So Good,5.0 out of 5 stars,"Reviewed in the United States on April 16, 2011",,Verified Purchase,Got these shoes to run in and so far so good. They seem to be holding up ok and for the price are much better than other running shoes I have purchased in the past. Would buy these again.,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    a huge deal!!! magnnific shoes!!!",Kyron,a huge deal!!! magnnific shoes!!!,5.0 out of 5 stars,"Reviewed in the United States on January 31, 2012",,Verified Purchase,I use this pair of shoes everyday since april 2011. And they still look fantastic. The first days you will feel they're very tight but a couple of weeks later you will feel them  like a glove. I definitively would buy again. The color is nice also.,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"3.0 out of 5 stars







  
  
    good Shoes",Carlos Lee,good Shoes,3.0 out of 5 stars,"Reviewed in the United States on March 12, 2013",,Verified Purchase,"Is a good shoes,
Nothing awesome, just a good one, is light and not stiff, is comfortable. To be honest I didn't feel the air cushion.",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"4.0 out of 5 stars







  
  
    I guess the whole point is exercise, isn't it",BSG,"I guess the whole point is exercise, isn't it",4.0 out of 5 stars,"Reviewed in the United States on August 16, 2010",,Verified Purchase,"These shoes do add to the workout you will get from jogging in them, as advertised.  I felt more winded and my calves and thighs more fatigued after my usual run.  Previously I wore New Balance 990somethings, which were great shoes.",5 people found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"4.0 out of 5 stars







  
  
    so far so good",Alan L.,so far so good,4.0 out of 5 stars,"Reviewed in the United States on August 13, 2012",,Verified Purchase,"I have not run enough in them to have a concrete opinion.  However, so far it is a very well supported shoes but I still need to get use to those ""runtone"" cushions.  Can't beat the price.",
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"3.0 out of 5 stars







  
  
    Not very comfortable",U.N.OWEN,Not very comfortable,3.0 out of 5 stars,"Reviewed in the United States on April 28, 2020",,Verified Purchase,Unglued after 4 months,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"4.0 out of 5 stars







  
  
    Great Shoes!",D. Wiegard,Great Shoes!,4.0 out of 5 stars,"Reviewed in the United States on December 5, 2010",,Verified Purchase,"At first I tried on the shoes and I thought they were pretty narrow, and would be way to tight and uncomfortable. I just loosened up the laces a little and wore them when I went out for a light walk. They now fit pretty well, and they aren't tight at all. If you do typically buy wide shoes, these will not be for you.",One person found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"1.0 out of 5 stars







  
  
    VERY DISSAPOINTED",kristen1010,VERY DISSAPOINTED,1.0 out of 5 stars,"Reviewed in the United States on August 7, 2011",,Verified Purchase,"I bought this shoe expecting it to last a long time. I was having practice on my high school football feild and I was slippiong around like crazy. This shoe is for concrete or streets ONLY. DO NOT TRY TO USE IT ANYWHERE ELSE BECAUSE YOU WILL HAVE ABSOLUTLY ZERO TRACTION. At first the netting around the toe area started ripping away but you couldn't really tell because of the socks, and this happened within the first 6 weeks. I took extra care trying to keep the shoe together. Then about after month 3 the entie reebok logo completly ripped off. Overall i'm very dissapointed with the shoe.

Please do not spend your money on this shoe. It has only cost me money and a waste of time.",One person found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"4.0 out of 5 stars







  
  
    Excellent gym shoe",jdogb1,Excellent gym shoe,4.0 out of 5 stars,"Reviewed in the United States on February 13, 2013",,Verified Purchase,"I Still use these same style shoes in the gym, I love them.  The fit is very snug, good for exercising and all gym activities.  Excellent for treadmill, and I even use them when doing squats and deadlifts.
Quality is top notch, Reebok makes a good product.  I have been using these almost a year now and they are still in great shape (I only wear them at the gym, nowhere else and not outside).  I have not been doing as much running this past year though or I bet they would be wore out long ago.  This past year has been mainly weight training.",One person found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    GREAT FIT",H. Wimberly,GREAT FIT,5.0 out of 5 stars,"Reviewed in the United States on May 10, 2011",,Verified Purchase,Great pair of running shoes.  Allows for feet ventilation and has good shock absorbance.  If I need a new pair of running shoes I know what I will get again unless I find something better.,
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"3.0 out of 5 stars







  
  
    Already falling apart.",Jon Marino,Already falling apart.,3.0 out of 5 stars,"Reviewed in the United States on February 10, 2011",,Verified Purchase,"The shoes arrived timely and fit well (it may take a run or two to break them in), but the fabric with the two black stripes (near the pinky toe) is coming away from the mesh part of the shoe. The price was right but it really sucks to think that these shoes will be useless in a few months. I've had them for less than a month and I'm not rough on them by any means.",7 people found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"2.0 out of 5 stars







  
  
    Wear out easily...don't last long.",a.b.,Wear out easily...don't last long.,2.0 out of 5 stars,"Reviewed in the United States on February 15, 2011",,,"Bought these for my husband and within 1 month the mesh material had multiple holes and the Reebok design part had torn from the mesh in a few places. My husband runs everyday...so if you do too, skip these because you will run through them in no time. Also, he said he didn't really feel that much of a difference when running in them, but that may be because he is already very fit and tone.

The only positive I could find in these is that they aren't ugly like the Skecher's toning shoes.",3 people found this helpful
https://www.amazon.com/Reebok-Runtone-Running-Black-Silver/dp/B002R0EJEO/ref=sr_1_4951?qid=1706933293&s=apparel&sr=1-4951,Reebok Men's Runtone,3.6,37 ratings,,https://m.media-amazon.com/images/I/91Pp2vLTjEL._AC_SY625_.jpg,,,"5.0 out of 5 stars







  
  
    The best shoe!",janetswogg,The best shoe!,5.0 out of 5 stars,"Reviewed in the United States on April 4, 2011",,Verified Purchase,This is probably the most comfortable pair of tennis shoes that I own and I am a shoe hoarder!  I wear these at all times and would wear them even if they weren't toning shoes!,
